pcode_district,provisional_licences_male,provisional_licences_female,provisional_total,full_licences_male,full_licences_female,full_total,file_date
CT17,,,,,,,2015-10-01
CT18,,,,,,,2015-10-01
CT19,,,,,,,2015-10-01
CT20,,,,,,,2015-10-01
CT21,,,,,,,2015-10-01
CV01,,,,,,,2015-10-01
CV02,,,,,,,2015-10-01
CV03,,,,,,,2015-10-01
CV04,,,,,,,2015-10-01
CV05,,,,,,,2015-10-01
CV06,,,,,,,2015-10-01
CV07,,,,,,,2015-10-01
CV08,,,,,,,2015-10-01
CV09,,,,,,,2015-10-01
CV10,,,,,,,2015-10-01
CV11,,,,,,,2015-10-01
CV12,,,,,,,2015-10-01
CV13,,,,,,,2015-10-01
CV21,,,,,,,2015-10-01
CV22,,,,,,,2015-10-01
CV23,,,,,,,2015-10-01
CV31,,,,,,,2015-10-01
CV32,,,,,,,2015-10-01
CV33,,,,,,,2015-10-01
CV34,,,,,,,2015-10-01
CV35,,,,,,,2015-10-01
CV36,,,,,,,2015-10-01
CV37,,,,,,,2015-10-01
CV47,,,,,,,2015-10-01
CW01,,,,,,,2015-10-01
CW02,,,,,,,2015-10-01
CW03,,,,,,,2015-10-01
CW04,,,,,,,2015-10-01
CW05,,,,,,,2015-10-01
CW06,,,,,,,2015-10-01
CW07,,,,,,,2015-10-01
CW08,,,,,,,2015-10-01
CW09,,,,,,,2015-10-01
CW10,,,,,,,2015-10-01
CW11,,,,,,,2015-10-01
CW12,,,,,,,2015-10-01
DA01,,,,,,,2015-10-01
DA02,,,,,,,2015-10-01
DA03,,,,,,,2015-10-01
DA04,,,,,,,2015-10-01
DA05,,,,,,,2015-10-01
DA06,,,,,,,2015-10-01
DA07,,,,,,,2015-10-01
DA08,,,,,,,2015-10-01
DA09,,,,,,,2015-10-01
DA10,,,,,,,2015-10-01
DA11,,,,,,,2015-10-01
DA12,,,,,,,2015-10-01
DA13,,,,,,,2015-10-01
DA14,,,,,,,2015-10-01
DA15,,,,,,,2015-10-01
DA16,,,,,,,2015-10-01
DA17,,,,,,,2015-10-01
DA18,,,,,,,2015-10-01
DD01,,,,,,,2015-10-01
DD02,,,,,,,2015-10-01
DD03,,,,,,,2015-10-01
DD04,,,,,,,2015-10-01
DD05,,,,,,,2015-10-01
DD06,,,,,,,2015-10-01
DD07,,,,,,,2015-10-01
DD08,,,,,,,2015-10-01
DD09,,,,,,,2015-10-01
DD10,,,,,,,2015-10-01
DD11,,,,,,,2015-10-01
DE01,,,,,,,2015-10-01
DE02,,,,,,,2015-10-01
DE03,,,,,,,2015-10-01
DE04,,,,,,,2015-10-01
DE05,,,,,,,2015-10-01
DE06,,,,,,,2015-10-01
DE07,,,,,,,2015-10-01
DE11,,,,,,,2015-10-01
DE12,,,,,,,2015-10-01
DE13,,,,,,,2015-10-01
DE14,,,,,,,2015-10-01
DE15,,,,,,,2015-10-01
DE21,,,,,,,2015-10-01
DE22,,,,,,,2015-10-01
DE23,,,,,,,2015-10-01
DE24,,,,,,,2015-10-01
DE45,,,,,,,2015-10-01
DE55,,,,,,,2015-10-01
DE56,,,,,,,2015-10-01
DE65,,,,,,,2015-10-01
DE72,,,,,,,2015-10-01
DE73,,,,,,,2015-10-01
DE74,,,,,,,2015-10-01
DE75,,,,,,,2015-10-01
DG01,,,,,,,2015-10-01
DG02,,,,,,,2015-10-01
DG03,,,,,,,2015-10-01
DG04,,,,,,,2015-10-01
DG05,,,,,,,2015-10-01
DG06,,,,,,,2015-10-01
DG07,,,,,,,2015-10-01
DG08,,,,,,,2015-10-01
DG09,,,,,,,2015-10-01
DG10,,,,,,,2015-10-01
DG11,,,,,,,2015-10-01
DG12,,,,,,,2015-10-01
DG13,,,,,,,2015-10-01
DG14,,,,,,,2015-10-01
DG16,,,,,,,2015-10-01
DH01,,,,,,,2015-10-01
DH02,,,,,,,2015-10-01
DH03,,,,,,,2015-10-01
DH04,,,,,,,2015-10-01
DH05,,,,,,,2015-10-01
DH06,,,,,,,2015-10-01
DH07,,,,,,,2015-10-01
DH08,,,,,,,2015-10-01
DH09,,,,,,,2015-10-01
DL01,,,,,,,2015-10-01
DL02,,,,,,,2015-10-01
DL03,,,,,,,2015-10-01
DL04,,,,,,,2015-10-01
DL05,,,,,,,2015-10-01
DL06,,,,,,,2015-10-01
DL07,,,,,,,2015-10-01
DL08,,,,,,,2015-10-01
DL09,,,,,,,2015-10-01
DL10,,,,,,,2015-10-01
DL11,,,,,,,2015-10-01
DL12,,,,,,,2015-10-01
DL13,,,,,,,2015-10-01
DL14,,,,,,,2015-10-01
DL15,,,,,,,2015-10-01
DL16,,,,,,,2015-10-01
DL17,,,,,,,2015-10-01
DN01,,,,,,,2015-10-01
DN02,,,,,,,2015-10-01
DN03,,,,,,,2015-10-01
DN04,,,,,,,2015-10-01
DN05,,,,,,,2015-10-01
DN06,,,,,,,2015-10-01
DN07,,,,,,,2015-10-01
DN08,,,,,,,2015-10-01
DN09,,,,,,,2015-10-01
DN10,,,,,,,2015-10-01
DN11,,,,,,,2015-10-01
DN12,,,,,,,2015-10-01
DN14,,,,,,,2015-10-01
DN15,,,,,,,2015-10-01
DN16,,,,,,,2015-10-01
DN17,,,,,,,2015-10-01
DN18,,,,,,,2015-10-01
DN19,,,,,,,2015-10-01
DN20,,,,,,,2015-10-01
DN21,,,,,,,2015-10-01
DN22,,,,,,,2015-10-01
DN31,,,,,,,2015-10-01
DN32,,,,,,,2015-10-01
DN33,,,,,,,2015-10-01
DN34,,,,,,,2015-10-01
DN35,,,,,,,2015-10-01
DN36,,,,,,,2015-10-01
DN37,,,,,,,2015-10-01
DN38,,,,,,,2015-10-01
DN39,,,,,,,2015-10-01
DN40,,,,,,,2015-10-01
DN41,,,,,,,2015-10-01
DT01,,,,,,,2015-10-01
DT02,,,,,,,2015-10-01
DT03,,,,,,,2015-10-01
DT04,,,,,,,2015-10-01
DT05,,,,,,,2015-10-01
DT06,,,,,,,2015-10-01
DT07,,,,,,,2015-10-01
DT08,,,,,,,2015-10-01
DT09,,,,,,,2015-10-01
DT10,,,,,,,2015-10-01
DT11,,,,,,,2015-10-01
DY01,,,,,,,2015-10-01
DY02,,,,,,,2015-10-01
DY03,,,,,,,2015-10-01
DY04,,,,,,,2015-10-01
DY05,,,,,,,2015-10-01
DY06,,,,,,,2015-10-01
DY07,,,,,,,2015-10-01
DY08,,,,,,,2015-10-01
DY09,,,,,,,2015-10-01
DY10,,,,,,,2015-10-01
DY11,,,,,,,2015-10-01
DY12,,,,,,,2015-10-01
DY13,,,,,,,2015-10-01
DY14,,,,,,,2015-10-01
E01,,,,,,,2015-10-01
E01W,,,,,,,2015-10-01
E02,,,,,,,2015-10-01
E03,,,,,,,2015-10-01
E04,,,,,,,2015-10-01
E05,,,,,,,2015-10-01
E06,,,,,,,2015-10-01
E07,,,,,,,2015-10-01
E08,,,,,,,2015-10-01
E09,,,,,,,2015-10-01
E10,,,,,,,2015-10-01
E11,,,,,,,2015-10-01
E12,,,,,,,2015-10-01
E13,,,,,,,2015-10-01
E14,,,,,,,2015-10-01
E15,,,,,,,2015-10-01
E16,,,,,,,2015-10-01
E17,,,,,,,2015-10-01
E18,,,,,,,2015-10-01
EC01A,,,,,,,2015-10-01
EC01M,,,,,,,2015-10-01
EC01N,,,,,,,2015-10-01
EC01P,,,,,,,2015-10-01
EC01R,,,,,,,2015-10-01
EC01V,,,,,,,2015-10-01
EC01Y,,,,,,,2015-10-01
EC02A,,,,,,,2015-10-01
EC02M,,,,,,,2015-10-01
EC02N,,,,,,,2015-10-01
EC02P,,,,,,,2015-10-01
EC02R,,,,,,,2015-10-01
EC02V,,,,,,,2015-10-01
EC02Y,,,,,,,2015-10-01
EC03A,,,,,,,2015-10-01
EC03M,,,,,,,2015-10-01
EC03N,,,,,,,2015-10-01
EC03P,,,,,,,2015-10-01
EC03R,,,,,,,2015-10-01
EC03V,,,,,,,2015-10-01
EC04A,,,,,,,2015-10-01
EC04M,,,,,,,2015-10-01
EC04N,,,,,,,2015-10-01
EC04P,,,,,,,2015-10-01
EC04R,,,,,,,2015-10-01
EC04V,,,,,,,2015-10-01
EC04Y,,,,,,,2015-10-01
EH01,,,,,,,2015-10-01
EH02,,,,,,,2015-10-01
EH03,,,,,,,2015-10-01
EH04,,,,,,,2015-10-01
EH05,,,,,,,2015-10-01
EH06,,,,,,,2015-10-01
EH07,,,,,,,2015-10-01
EH08,,,,,,,2015-10-01
EH09,,,,,,,2015-10-01
EH10,,,,,,,2015-10-01
EH11,,,,,,,2015-10-01
EH12,,,,,,,2015-10-01
EH13,,,,,,,2015-10-01
EH14,,,,,,,2015-10-01
EH15,,,,,,,2015-10-01
EH16,,,,,,,2015-10-01
EH17,,,,,,,2015-10-01
EH18,,,,,,,2015-10-01
EH19,,,,,,,2015-10-01
EH20,,,,,,,2015-10-01
EH21,,,,,,,2015-10-01
EH22,,,,,,,2015-10-01
EH23,,,,,,,2015-10-01
EH24,,,,,,,2015-10-01
EH25,,,,,,,2015-10-01
EH26,,,,,,,2015-10-01
EH27,,,,,,,2015-10-01
EH28,,,,,,,2015-10-01
EH29,,,,,,,2015-10-01
EH30,,,,,,,2015-10-01
EH31,,,,,,,2015-10-01
EH32,,,,,,,2015-10-01
EH33,,,,,,,2015-10-01
EH34,,,,,,,2015-10-01
EH35,,,,,,,2015-10-01
EH36,,,,,,,2015-10-01
EH37,,,,,,,2015-10-01
EH38,,,,,,,2015-10-01
EH39,,,,,,,2015-10-01
EH40,,,,,,,2015-10-01
EH41,,,,,,,2015-10-01
EH42,,,,,,,2015-10-01
EH43,,,,,,,2015-10-01
EH44,,,,,,,2015-10-01
EH45,,,,,,,2015-10-01
EH46,,,,,,,2015-10-01
EH47,,,,,,,2015-10-01
EH48,,,,,,,2015-10-01
EH49,,,,,,,2015-10-01
EH51,,,,,,,2015-10-01
EH52,,,,,,,2015-10-01
EH53,,,,,,,2015-10-01
EH54,,,,,,,2015-10-01
EH55,,,,,,,2015-10-01
EN01,,,,,,,2015-10-01
EN02,,,,,,,2015-10-01
EN03,,,,,,,2015-10-01
EN04,,,,,,,2015-10-01
EN05,,,,,,,2015-10-01
EN06,,,,,,,2015-10-01
EN07,,,,,,,2015-10-01
EN08,,,,,,,2015-10-01
EN09,,,,,,,2015-10-01
EN10,,,,,,,2015-10-01
EN11,,,,,,,2015-10-01
EX01,,,,,,,2015-10-01
EX02,,,,,,,2015-10-01
EX03,,,,,,,2015-10-01
EX04,,,,,,,2015-10-01
EX05,,,,,,,2015-10-01
EX06,,,,,,,2015-10-01
EX07,,,,,,,2015-10-01
EX08,,,,,,,2015-10-01
EX09,,,,,,,2015-10-01
EX10,,,,,,,2015-10-01
EX11,,,,,,,2015-10-01
EX12,,,,,,,2015-10-01
EX13,,,,,,,2015-10-01
EX14,,,,,,,2015-10-01
EX15,,,,,,,2015-10-01
EX16,,,,,,,2015-10-01
EX17,,,,,,,2015-10-01
EX18,,,,,,,2015-10-01
EX19,,,,,,,2015-10-01
EX20,,,,,,,2015-10-01
EX21,,,,,,,2015-10-01
EX22,,,,,,,2015-10-01
EX23,,,,,,,2015-10-01
EX24,,,,,,,2015-10-01
EX31,,,,,,,2015-10-01
EX32,,,,,,,2015-10-01
EX33,,,,,,,2015-10-01
EX34,,,,,,,2015-10-01
EX35,,,,,,,2015-10-01
EX36,,,,,,,2015-10-01
EX37,,,,,,,2015-10-01
EX38,,,,,,,2015-10-01
EX39,,,,,,,2015-10-01
FK01,,,,,,,2015-10-01
FK02,,,,,,,2015-10-01
FK03,,,,,,,2015-10-01
FK04,,,,,,,2015-10-01
FK05,,,,,,,2015-10-01
FK06,,,,,,,2015-10-01
FK07,,,,,,,2015-10-01
FK08,,,,,,,2015-10-01
FK09,,,,,,,2015-10-01
FK10,,,,,,,2015-10-01
FK11,,,,,,,2015-10-01
FK12,,,,,,,2015-10-01
FK13,,,,,,,2015-10-01
FK14,,,,,,,2015-10-01
FK15,,,,,,,2015-10-01
FK16,,,,,,,2015-10-01
FK17,,,,,,,2015-10-01
FK18,,,,,,,2015-10-01
FK19,,,,,,,2015-10-01
FK20,,,,,,,2015-10-01
FK21,,,,,,,2015-10-01
FY01,,,,,,,2015-10-01
FY02,,,,,,,2015-10-01
FY03,,,,,,,2015-10-01
FY04,,,,,,,2015-10-01
FY05,,,,,,,2015-10-01
FY06,,,,,,,2015-10-01
FY07,,,,,,,2015-10-01
FY08,,,,,,,2015-10-01
G01,,,,,,,2015-10-01
G02,,,,,,,2015-10-01
G03,,,,,,,2015-10-01
G04,,,,,,,2015-10-01
G05,,,,,,,2015-10-01
G11,,,,,,,2015-10-01
G12,,,,,,,2015-10-01
G13,,,,,,,2015-10-01
G14,,,,,,,2015-10-01
G15,,,,,,,2015-10-01
G20,,,,,,,2015-10-01
G21,,,,,,,2015-10-01
G22,,,,,,,2015-10-01
G23,,,,,,,2015-10-01
G31,,,,,,,2015-10-01
G32,,,,,,,2015-10-01
G33,,,,,,,2015-10-01
G34,,,,,,,2015-10-01
G40,,,,,,,2015-10-01
G41,,,,,,,2015-10-01
G42,,,,,,,2015-10-01
G43,,,,,,,2015-10-01
G44,,,,,,,2015-10-01
G45,,,,,,,2015-10-01
G46,,,,,,,2015-10-01
G51,,,,,,,2015-10-01
G52,,,,,,,2015-10-01
G53,,,,,,,2015-10-01
G60,,,,,,,2015-10-01
G61,,,,,,,2015-10-01
G62,,,,,,,2015-10-01
G63,,,,,,,2015-10-01
G64,,,,,,,2015-10-01
G65,,,,,,,2015-10-01
G66,,,,,,,2015-10-01
G67,,,,,,,2015-10-01
G68,,,,,,,2015-10-01
G69,,,,,,,2015-10-01
G71,,,,,,,2015-10-01
G72,,,,,,,2015-10-01
G73,,,,,,,2015-10-01
G74,,,,,,,2015-10-01
G75,,,,,,,2015-10-01
G76,,,,,,,2015-10-01
G77,,,,,,,2015-10-01
G78,,,,,,,2015-10-01
G81,,,,,,,2015-10-01
G82,,,,,,,2015-10-01
G83,,,,,,,2015-10-01
G84,,,,,,,2015-10-01
GL01,,,,,,,2015-10-01
GL02,,,,,,,2015-10-01
GL03,,,,,,,2015-10-01
GL04,,,,,,,2015-10-01
GL05,,,,,,,2015-10-01
GL06,,,,,,,2015-10-01
GL07,,,,,,,2015-10-01
GL08,,,,,,,2015-10-01
GL09,,,,,,,2015-10-01
GL10,,,,,,,2015-10-01
GL11,,,,,,,2015-10-01
GL12,,,,,,,2015-10-01
GL13,,,,,,,2015-10-01
GL14,,,,,,,2015-10-01
GL15,,,,,,,2015-10-01
GL16,,,,,,,2015-10-01
GL17,,,,,,,2015-10-01
GL18,,,,,,,2015-10-01
GL19,,,,,,,2015-10-01
GL20,,,,,,,2015-10-01
GL50,,,,,,,2015-10-01
GL51,,,,,,,2015-10-01
GL52,,,,,,,2015-10-01
GL53,,,,,,,2015-10-01
GL54,,,,,,,2015-10-01
GL55,,,,,,,2015-10-01
GL56,,,,,,,2015-10-01
GU01,,,,,,,2015-10-01
GU02,,,,,,,2015-10-01
GU03,,,,,,,2015-10-01
GU04,,,,,,,2015-10-01
GU05,,,,,,,2015-10-01
GU06,,,,,,,2015-10-01
GU07,,,,,,,2015-10-01
GU08,,,,,,,2015-10-01
GU09,,,,,,,2015-10-01
GU10,,,,,,,2015-10-01
GU11,,,,,,,2015-10-01
GU12,,,,,,,2015-10-01
GU13,,,,,,,2015-10-01
GU14,,,,,,,2015-10-01
GU15,,,,,,,2015-10-01
GU16,,,,,,,2015-10-01
GU17,,,,,,,2015-10-01
GU18,,,,,,,2015-10-01
GU19,,,,,,,2015-10-01
GU20,,,,,,,2015-10-01
GU21,,,,,,,2015-10-01
GU22,,,,,,,2015-10-01
GU23,,,,,,,2015-10-01
GU24,,,,,,,2015-10-01
GU25,,,,,,,2015-10-01
GU26,,,,,,,2015-10-01
GU27,,,,,,,2015-10-01
GU28,,,,,,,2015-10-01
GU29,,,,,,,2015-10-01
GU30,,,,,,,2015-10-01
GU31,,,,,,,2015-10-01
GU32,,,,,,,2015-10-01
GU33,,,,,,,2015-10-01
GU34,,,,,,,2015-10-01
GU35,,,,,,,2015-10-01
GU46,,,,,,,2015-10-01
GU47,,,,,,,2015-10-01
GU51,,,,,,,2015-10-01
GU52,,,,,,,2015-10-01
HA00,,,,,,,2015-10-01
HA01,,,,,,,2015-10-01
HA02,,,,,,,2015-10-01
HA03,,,,,,,2015-10-01
HA04,,,,,,,2015-10-01
HA05,,,,,,,2015-10-01
HA06,,,,,,,2015-10-01
HA07,,,,,,,2015-10-01
HA08,,,,,,,2015-10-01
HA09,,,,,,,2015-10-01
HD01,,,,,,,2015-10-01
HD02,,,,,,,2015-10-01
HD03,,,,,,,2015-10-01
HD04,,,,,,,2015-10-01
HD05,,,,,,,2015-10-01
HD06,,,,,,,2015-10-01
HD07,,,,,,,2015-10-01
HD08,,,,,,,2015-10-01
HD09,,,,,,,2015-10-01
HG01,,,,,,,2015-10-01
HG02,,,,,,,2015-10-01
HG03,,,,,,,2015-10-01
HG04,,,,,,,2015-10-01
HG05,,,,,,,2015-10-01
HP01,,,,,,,2015-10-01
HP02,,,,,,,2015-10-01
HP03,,,,,,,2015-10-01
HP04,,,,,,,2015-10-01
HP05,,,,,,,2015-10-01
HP06,,,,,,,2015-10-01
HP07,,,,,,,2015-10-01
HP08,,,,,,,2015-10-01
HP09,,,,,,,2015-10-01
HP10,,,,,,,2015-10-01
HP11,,,,,,,2015-10-01
HP12,,,,,,,2015-10-01
HP13,,,,,,,2015-10-01
HP14,,,,,,,2015-10-01
HP15,,,,,,,2015-10-01
HP16,,,,,,,2015-10-01
HP17,,,,,,,2015-10-01
HP18,,,,,,,2015-10-01
HP19,,,,,,,2015-10-01
HP20,,,,,,,2015-10-01
HP21,,,,,,,2015-10-01
HP22,,,,,,,2015-10-01
HP23,,,,,,,2015-10-01
HP27,,,,,,,2015-10-01
HR01,,,,,,,2015-10-01
HR02,,,,,,,2015-10-01
HR03,,,,,,,2015-10-01
HR04,,,,,,,2015-10-01
HR05,,,,,,,2015-10-01
HR06,,,,,,,2015-10-01
HR07,,,,,,,2015-10-01
HR08,,,,,,,2015-10-01
HR09,,,,,,,2015-10-01
HS01,,,,,,,2015-10-01
HS02,,,,,,,2015-10-01
HS03,,,,,,,2015-10-01
HS04,,,,,,,2015-10-01
HS05,,,,,,,2015-10-01
HS06,,,,,,,2015-10-01
HS07,,,,,,,2015-10-01
HS08,,,,,,,2015-10-01
HS09,,,,,,,2015-10-01
HU01,,,,,,,2015-10-01
HU02,,,,,,,2015-10-01
HU03,,,,,,,2015-10-01
HU04,,,,,,,2015-10-01
HU05,,,,,,,2015-10-01
HU06,,,,,,,2015-10-01
HU07,,,,,,,2015-10-01
HU08,,,,,,,2015-10-01
HU09,,,,,,,2015-10-01
HU10,,,,,,,2015-10-01
HU11,,,,,,,2015-10-01
HU12,,,,,,,2015-10-01
HU13,,,,,,,2015-10-01
HU14,,,,,,,2015-10-01
HU15,,,,,,,2015-10-01
HU16,,,,,,,2015-10-01
HU17,,,,,,,2015-10-01
HU18,,,,,,,2015-10-01
HU19,,,,,,,2015-10-01
HU20,,,,,,,2015-10-01
HX01,,,,,,,2015-10-01
HX02,,,,,,,2015-10-01
HX03,,,,,,,2015-10-01
HX04,,,,,,,2015-10-01
HX05,,,,,,,2015-10-01
HX06,,,,,,,2015-10-01
HX07,,,,,,,2015-10-01
IG01,,,,,,,2015-10-01
IG02,,,,,,,2015-10-01
IG03,,,,,,,2015-10-01
IG04,,,,,,,2015-10-01
IG05,,,,,,,2015-10-01
IG06,,,,,,,2015-10-01
IG07,,,,,,,2015-10-01
IG08,,,,,,,2015-10-01
IG09,,,,,,,2015-10-01
IG10,,,,,,,2015-10-01
IG11,,,,,,,2015-10-01
IP01,,,,,,,2015-10-01
IP02,,,,,,,2015-10-01
IP03,,,,,,,2015-10-01
IP04,,,,,,,2015-10-01
IP05,,,,,,,2015-10-01
IP06,,,,,,,2015-10-01
IP07,,,,,,,2015-10-01
IP08,,,,,,,2015-10-01
IP09,,,,,,,2015-10-01
IP10,,,,,,,2015-10-01
IP11,,,,,,,2015-10-01
IP12,,,,,,,2015-10-01
IP13,,,,,,,2015-10-01
IP14,,,,,,,2015-10-01
IP15,,,,,,,2015-10-01
IP16,,,,,,,2015-10-01
IP17,,,,,,,2015-10-01
IP18,,,,,,,2015-10-01
IP19,,,,,,,2015-10-01
IP20,,,,,,,2015-10-01
IP21,,,,,,,2015-10-01
IP22,,,,,,,2015-10-01
IP23,,,,,,,2015-10-01
IP24,,,,,,,2015-10-01
IP25,,,,,,,2015-10-01
IP26,,,,,,,2015-10-01
IP27,,,,,,,2015-10-01
IP28,,,,,,,2015-10-01
IP29,,,,,,,2015-10-01
IP30,,,,,,,2015-10-01
IP31,,,,,,,2015-10-01
IP32,,,,,,,2015-10-01
IP33,,,,,,,2015-10-01
IV01,,,,,,,2015-10-01
IV02,,,,,,,2015-10-01
IV03,,,,,,,2015-10-01
IV04,,,,,,,2015-10-01
IV05,,,,,,,2015-10-01
IV06,,,,,,,2015-10-01
IV07,,,,,,,2015-10-01
IV08,,,,,,,2015-10-01
IV09,,,,,,,2015-10-01
IV10,,,,,,,2015-10-01
IV11,,,,,,,2015-10-01
IV12,,,,,,,2015-10-01
IV13,,,,,,,2015-10-01
IV14,,,,,,,2015-10-01
IV15,,,,,,,2015-10-01
IV16,,,,,,,2015-10-01
IV17,,,,,,,2015-10-01
IV18,,,,,,,2015-10-01
IV19,,,,,,,2015-10-01
IV20,,,,,,,2015-10-01
IV21,,,,,,,2015-10-01
IV22,,,,,,,2015-10-01
IV23,,,,,,,2015-10-01
IV24,,,,,,,2015-10-01
IV25,,,,,,,2015-10-01
IV26,,,,,,,2015-10-01
IV27,,,,,,,2015-10-01
IV28,,,,,,,2015-10-01
IV30,,,,,,,2015-10-01
IV31,,,,,,,2015-10-01
IV32,,,,,,,2015-10-01
IV33,,,,,,,2015-10-01
IV36,,,,,,,2015-10-01
IV40,,,,,,,2015-10-01
IV41,,,,,,,2015-10-01
IV42,,,,,,,2015-10-01
IV43,,,,,,,2015-10-01
IV44,,,,,,,2015-10-01
IV45,,,,,,,2015-10-01
IV46,,,,,,,2015-10-01
IV47,,,,,,,2015-10-01
IV48,,,,,,,2015-10-01
IV49,,,,,,,2015-10-01
IV51,,,,,,,2015-10-01
IV52,,,,,,,2015-10-01
IV53,,,,,,,2015-10-01
IV54,,,,,,,2015-10-01
IV55,,,,,,,2015-10-01
IV56,,,,,,,2015-10-01
IV63,,,,,,,2015-10-01
KA01,,,,,,,2015-10-01
KA02,,,,,,,2015-10-01
KA03,,,,,,,2015-10-01
KA04,,,,,,,2015-10-01
KA05,,,,,,,2015-10-01
KA06,,,,,,,2015-10-01
KA07,,,,,,,2015-10-01
KA08,,,,,,,2015-10-01
KA09,,,,,,,2015-10-01
KA10,,,,,,,2015-10-01
KA11,,,,,,,2015-10-01
KA12,,,,,,,2015-10-01
KA13,,,,,,,2015-10-01
KA14,,,,,,,2015-10-01
KA15,,,,,,,2015-10-01
KA16,,,,,,,2015-10-01
KA17,,,,,,,2015-10-01
KA18,,,,,,,2015-10-01
KA19,,,,,,,2015-10-01
KA20,,,,,,,2015-10-01
KA21,,,,,,,2015-10-01
KA22,,,,,,,2015-10-01
KA23,,,,,,,2015-10-01
KA24,,,,,,,2015-10-01
KA25,,,,,,,2015-10-01
KA26,,,,,,,2015-10-01
KA27,,,,,,,2015-10-01
KA28,,,,,,,2015-10-01
KA29,,,,,,,2015-10-01
KA30,,,,,,,2015-10-01
KT01,,,,,,,2015-10-01
KT02,,,,,,,2015-10-01
KT03,,,,,,,2015-10-01
KT04,,,,,,,2015-10-01
KT05,,,,,,,2015-10-01
KT06,,,,,,,2015-10-01
KT07,,,,,,,2015-10-01
KT08,,,,,,,2015-10-01
KT09,,,,,,,2015-10-01
KT10,,,,,,,2015-10-01
KT11,,,,,,,2015-10-01
KT12,,,,,,,2015-10-01
KT13,,,,,,,2015-10-01
KT14,,,,,,,2015-10-01
KT15,,,,,,,2015-10-01
KT16,,,,,,,2015-10-01
KT17,,,,,,,2015-10-01
KT18,,,,,,,2015-10-01
KT19,,,,,,,2015-10-01
KT20,,,,,,,2015-10-01
KT21,,,,,,,2015-10-01
KT22,,,,,,,2015-10-01
KT23,,,,,,,2015-10-01
KT24,,,,,,,2015-10-01
KW01,,,,,,,2015-10-01
KW02,,,,,,,2015-10-01
KW03,,,,,,,2015-10-01
KW05,,,,,,,2015-10-01
KW06,,,,,,,2015-10-01
KW07,,,,,,,2015-10-01
KW08,,,,,,,2015-10-01
KW09,,,,,,,2015-10-01
KW10,,,,,,,2015-10-01
KW11,,,,,,,2015-10-01
KW12,,,,,,,2015-10-01
KW13,,,,,,,2015-10-01
KW14,,,,,,,2015-10-01
KW15,,,,,,,2015-10-01
KW16,,,,,,,2015-10-01
KW17,,,,,,,2015-10-01
KY01,,,,,,,2015-10-01
KY02,,,,,,,2015-10-01
KY03,,,,,,,2015-10-01
KY04,,,,,,,2015-10-01
KY05,,,,,,,2015-10-01
KY06,,,,,,,2015-10-01
KY07,,,,,,,2015-10-01
KY08,,,,,,,2015-10-01
KY09,,,,,,,2015-10-01
KY10,,,,,,,2015-10-01
KY11,,,,,,,2015-10-01
KY12,,,,,,,2015-10-01
KY13,,,,,,,2015-10-01
KY14,,,,,,,2015-10-01
KY15,,,,,,,2015-10-01
KY16,,,,,,,2015-10-01
L01,,,,,,,2015-10-01
L02,,,,,,,2015-10-01
L03,,,,,,,2015-10-01
L04,,,,,,,2015-10-01
L05,,,,,,,2015-10-01
L06,,,,,,,2015-10-01
L07,,,,,,,2015-10-01
L08,,,,,,,2015-10-01
L09,,,,,,,2015-10-01
L10,,,,,,,2015-10-01
L11,,,,,,,2015-10-01
L12,,,,,,,2015-10-01
L13,,,,,,,2015-10-01
L14,,,,,,,2015-10-01
L15,,,,,,,2015-10-01
L16,,,,,,,2015-10-01
L17,,,,,,,2015-10-01
L18,,,,,,,2015-10-01
L19,,,,,,,2015-10-01
L20,,,,,,,2015-10-01
L21,,,,,,,2015-10-01
L22,,,,,,,2015-10-01
L23,,,,,,,2015-10-01
L24,,,,,,,2015-10-01
L25,,,,,,,2015-10-01
L26,,,,,,,2015-10-01
L27,,,,,,,2015-10-01
L28,,,,,,,2015-10-01
L29,,,,,,,2015-10-01
L30,,,,,,,2015-10-01
L31,,,,,,,2015-10-01
L32,,,,,,,2015-10-01
L33,,,,,,,2015-10-01
L34,,,,,,,2015-10-01
L35,,,,,,,2015-10-01
L36,,,,,,,2015-10-01
L37,,,,,,,2015-10-01
L38,,,,,,,2015-10-01
L39,,,,,,,2015-10-01
L40,,,,,,,2015-10-01
L41,,,,,,,2015-10-01
L42,,,,,,,2015-10-01
L43,,,,,,,2015-10-01
L44,,,,,,,2015-10-01
L45,,,,,,,2015-10-01
L46,,,,,,,2015-10-01
L47,,,,,,,2015-10-01
L48,,,,,,,2015-10-01
L49,,,,,,,2015-10-01
L60,,,,,,,2015-10-01
L61,,,,,,,2015-10-01
L62,,,,,,,2015-10-01
L63,,,,,,,2015-10-01
L64,,,,,,,2015-10-01
L65,,,,,,,2015-10-01
L66,,,,,,,2015-10-01
L69,,,,,,,2015-10-01
L71,,,,,,,2015-10-01
LA01,,,,,,,2015-10-01
LA02,,,,,,,2015-10-01
LA03,,,,,,,2015-10-01
LA04,,,,,,,2015-10-01
LA05,,,,,,,2015-10-01
LA06,,,,,,,2015-10-01
LA07,,,,,,,2015-10-01
LA08,,,,,,,2015-10-01
LA09,,,,,,,2015-10-01
LA10,,,,,,,2015-10-01
LA11,,,,,,,2015-10-01
LA12,,,,,,,2015-10-01
LA13,,,,,,,2015-10-01
LA14,,,,,,,2015-10-01
